Rank,Title,Year,Rating,Votes,DurationMin,Genres,Directors,Stars,URL,Poster,Description
209,Le salaire de la peur,1955.0,8.1,71934,156,"Adventure, Drama, Thriller",,,https://www.imdb.com/title/tt0046268/,https://m.media-amazon.com/images/M/MV5BMDdhOGMwODQtZGM2MS00NGQxLWEyZDMtOTkzMjFjYjI3ZmM2XkEyXkFqcGc@._V1_.jpg,"In a decrepit South American village, four men are hired to transport an urgent nitroglycerine shipment without the equipment that would make it safe."
210,The General,1927.0,8.1,104312,78,"Action, Adventure, Comedy",,,https://www.imdb.com/title/tt0017925/,https://m.media-amazon.com/images/M/MV5BMTVhM2Y1MDUtMDkxYi00Y2UxLWI2MTMtZjMzYTY4ODM4MGIzXkEyXkFqcGc@._V1_.jpg,"After being rejected by the Confederate military, not realizing it was due to his crucial civilian role, an engineer must single-handedly recapture his beloved locomotive after it is seized by Union spies and return it through ene..."
211,Mr. Smith Goes to Washington,1939.0,8.1,127671,129,"Comedy, Drama",,,https://www.imdb.com/title/tt0031679/,https://m.media-amazon.com/images/M/MV5BMDU4ZjNmMjEtMjcxYi00NDAxLWFlMjQtNWIyNjg5NWUzNTdjXkEyXkFqcGc@._V1_.jpg,"A naive youth leader is appointed to fill a vacancy in the U.S. Senate. His idealistic plans promptly collide with corruption at home and subterfuge from his hero in Washington, but he tries to forge ahead despite attacks on his c..."
212,Logan,2017.0,8.1,906070,137,"Action, Drama, Sci-Fi",,,https://www.imdb.com/title/tt3315342/,https://m.media-amazon.com/images/M/MV5BM2JjODdkMGMtNmY2YS00OGM2LThiY2YtZGYyNzE4Nzc2ODA0XkEyXkFqcGc@._V1_.jpg,"In a future where mutants are nearly extinct, an elderly and weary Logan leads a quiet life. But when Laura, a mutant child pursued by scientists, comes to him for help, he must get her to safety."
213,On the Waterfront,1954.0,8.1,174966,108,"Crime, Drama, Thriller",,,https://www.imdb.com/title/tt0047296/,https://m.media-amazon.com/images/M/MV5BZDJlYTM1ZGYtZTM4YS00MzFhLThiZjktYzQ0ZjAzMGYwZTU3XkEyXkFqcGc@._V1_.jpg,"An ex-prize fighter turned New Jersey longshoreman struggles to stand up to his corrupt union bosses, including his older brother, as he starts to connect with the grieving sister of one of the syndicate&apos;s victims."
214,Rocky,1976.0,8.1,672937,120,"Drama, Sport",,,https://www.imdb.com/title/tt0075148/,https://m.media-amazon.com/images/M/MV5BZDEyY2M2MGMtYjg5OC00ZWFjLWFkZDQtNmQzZTdiYmYzZTBkXkEyXkFqcGc@._V1_.jpg,A small-time Philadelphia boxer gets a supremely rare chance to fight the world heavyweight champion in a bout in which he strives to go the distance for his self-respect.
215,Smultronstället,1959.0,8.1,122366,92,"Drama, Romance",,,https://www.imdb.com/title/tt0050986/,https://m.media-amazon.com/images/M/MV5BZWQ5MDllM2EtZWRmNS00MmZiLWI4ZWQtMjRiY2Q5MTAxODY4XkEyXkFqcGc@._V1_.jpg,"After living a life marked by coldness, an aging professor is forced to confront the emptiness of his existence."
216,Tôkyô monogatari,1972.0,8.1,75746,137,Drama,,,https://www.imdb.com/title/tt0046438/,https://m.media-amazon.com/images/M/MV5BODdkNzcxZjItMDU2Yy00Y2JlLWFkYTQtNzIwM2Q4MWU5MTU2XkEyXkFqcGc@._V1_.jpg,"An old couple visit their children and grandchildren in the city, but receive little attention."
217,The Third Man,1950.0,8.1,192174,104,"Drama, Film-Noir, Mystery",,,https://www.imdb.com/title/tt0041959/,https://m.media-amazon.com/images/M/MV5BNGVjMTMxZTQtMmVlNy00YmI0LWJjMDUtYTgyZWU1Njg5ZGRiXkEyXkFqcGc@._V1_.jpg,"Pulp novelist Holly Martins travels to shadowy, postwar Vienna, only to find himself investigating the mysterious death of an old friend, Harry Lime."
218,Pirates of the Caribbean: The Curse of the Black Pearl,2003.0,8.1,1291111,143,"Action, Adventure, Fantasy",,,https://www.imdb.com/title/tt0325980/,https://m.media-amazon.com/images/M/MV5BNDhlMzEyNzItMTA5Mi00YWRhLThlNTktYTQyMTA0MDIyNDEyXkEyXkFqcGc@._V1_.jpg,"Blacksmith Will Turner teams up with eccentric pirate &quot;Captain&quot; Jack Sparrow to save Elizabeth Swann, the governor&apos;s daughter and his love, from Jack&apos;s former pirate allies, who are now undead."
219,Spotlight,2015.0,8.1,526108,129,"Biography, Crime, Drama",,,https://www.imdb.com/title/tt1895587/,https://m.media-amazon.com/images/M/MV5BMjIyOTM5OTIzNV5BMl5BanBnXkFtZTgwMDkzODE2NjE@._V1_.jpg,"The true story of how the Boston Globe uncovered the massive scandal of child molestation and cover-up within the local Catholic Archdiocese, shaking the entire Catholic Church to its core."
220,Maharaja,2024.0,8.3,75242,141,"Action, Crime, Drama",,,https://www.imdb.com/title/tt26548265/,https://m.media-amazon.com/images/M/MV5BOTFlMTIxOGItZTk0Zi00MTk2LWJiM2UtMzlhZWYzNjQ4N2Y3XkEyXkFqcGc@._V1_.jpg,"A barber seeks vengeance after his home is burglarized, cryptically telling police his &quot;lakshmi&quot; has been taken, leaving them uncertain if it&apos;s a person or object. His quest to recover the elusive &quot;lakshmi&quot; unfolds."
221,The Terminator,1984.0,8.1,980919,107,"Action, Adventure, Sci-Fi",,,https://www.imdb.com/title/tt0088247/,https://m.media-amazon.com/images/M/MV5BZmE0YzIxM2QtMGNlMi00MjRmLWE3MWMtOWQzMGVjMmU0YTFmXkEyXkFqcGc@._V1_.jpg,A cyborg assassin from the future attempts to find and kill a young woman who is destined to give birth to a warrior that will lead a resistance to save humankind from extinction.
222,La haine,1996.0,8.1,217946,98,"Crime, Drama",,,https://www.imdb.com/title/tt0113247/,https://m.media-amazon.com/images/M/MV5BMThlMDA3NDYtZGM2Zi00NmJhLThlYWItZjViZTkzZWU1ZWRiXkEyXkFqcGc@._V1_.jpg,24 hours in the lives of three young men in the French suburbs the day after a violent riot.
223,The Big Lebowski,1998.0,8.1,902162,117,"Comedy, Crime",,,https://www.imdb.com/title/tt0118715/,https://m.media-amazon.com/images/M/MV5BY2E3OWQ5OWYtYTRkMC00NjVjLWIzZDQtNmRmM2ZiYTIyYmYxXkEyXkFqcGc@._V1_.jpg,"Jeff &quot;The Dude&quot; Lebowski, mistaken for a millionaire of the same name, seeks restitution for his ruined rug and enlists his bowling buddies to help get it."
224,Jai Bhim,2021.0,8.6,230023,164,"Crime, Drama",,,https://www.imdb.com/title/tt15097216/,https://m.media-amazon.com/images/M/MV5BZjEyNDIzNmEtMjdkYS00ZDAwLTljOWYtNDRhYTVhYTlmOTk1XkEyXkFqcGc@._V1_.jpg,"When a tribal man is arrested for a case of alleged theft, his wife turns to a human-rights lawyer to help bring justice."
225,Det sjunde inseglet,1958.0,8.1,212170,96,"Drama, Fantasy",,,https://www.imdb.com/title/tt0050976/,https://m.media-amazon.com/images/M/MV5BZDlmYTkzOWUtODQ0MS00MmM4LWE3ZjMtYTEwNGUwMmJkYzIxXkEyXkFqcGc@._V1_.jpg,"A knight returning to Sweden after the Crusades seeks answers about life, death, and the existence of God as he plays chess against the Grim Reaper during the Black Plague."
226,Room,2016.0,8.1,473475,118,"Drama, Thriller",,,https://www.imdb.com/title/tt3170832/,https://m.media-amazon.com/images/M/MV5BMjE4NzgzNzEwMl5BMl5BanBnXkFtZTgwMTMzMDE0NjE@._V1_.jpg,"A little boy is held captive in a room with his mother since his birth, so he has never known the world outside."
227,Hotel Rwanda,2005.0,8.1,387481,121,"Biography, Drama, History",,,https://www.imdb.com/title/tt0395169/,https://m.media-amazon.com/images/M/MV5BY2FmMWRmZmQtN2IzMS00OGVmLWFmNjktMTM0YWQzODcwYTEwXkEyXkFqcGc@._V1_.jpg,"Paul Rusesabagina, a hotel manager, houses over a thousand Tutsi refugees during their struggle against the Hutu militia in Rwanda, Africa."
228,The Sound of Music,1965.0,8.1,283186,174,"Biography, Drama, Family",,,https://www.imdb.com/title/tt0059742/,https://m.media-amazon.com/images/M/MV5BYWJhYmU4MjQtZDJhYi00ZGVjLTlkNTEtNzkzNGVjOWQ3MjcwXkEyXkFqcGc@._V1_.jpg,A young novice is sent by her convent in 1930s Austria to become a governess to the seven children of a widowed naval officer.
229,The Best Years of Our Lives,1947.0,8.1,75997,170,"Drama, Romance, War",,,https://www.imdb.com/title/tt0036868/,https://m.media-amazon.com/images/M/MV5BNTgxMzUyODQtMDJmZC00ZGMyLWI3MzAtZTYwYjBjZjFmMzIxXkEyXkFqcGc@._V1_.jpg,Three traumatized or physically disabled World War II veterans return home to the American Midwest to discover that they and their families have been irreparably changed making readjustment difficult.
230,Platoon,1987.0,8.1,463119,120,"Drama, War",,,https://www.imdb.com/title/tt0091763/,https://m.media-amazon.com/images/M/MV5BZjE4YjllODAtZGMxZS00Mjg2LThkOWUtZjNkMjQ5YThiNDU4XkEyXkFqcGc@._V1_.jpg,"Chris Taylor, a neophyte recruit in Vietnam, finds himself caught in a battle of wills between two sergeants, one good and the other evil. A shrewd examination of the brutality of war and the duality of man in conflict."
231,Before Sunset,2004.0,8.1,307809,80,"Drama, Romance",,,https://www.imdb.com/title/tt0381681/,https://m.media-amazon.com/images/M/MV5BMTQ1MjAwNTM5Ml5BMl5BanBnXkFtZTYwNDM0MTc3._V1_.jpg,"Nine years after Jesse and Celine first met, they encounter each other again on the French leg of Jesse&apos;s book tour."
232,The Incredibles,2004.0,8.0,875776,115,"Animation, Action, Adventure",,,https://www.imdb.com/title/tt0317705/,https://m.media-amazon.com/images/M/MV5BMTY5OTU0OTc2NV5BMl5BanBnXkFtZTcwMzU4MDcyMQ@@._V1_.jpg,"While trying to lead a quiet suburban life, a family of undercover superheroes are forced into action to save the world."
233,The Exorcist,1973.0,8.1,487333,122,Horror,,,https://www.imdb.com/title/tt0070047/,https://m.media-amazon.com/images/M/MV5BZjg3YjE4ZjAtYTdmYS00ZTBkLWE1ZjgtNzAzODUwNzRiYjlmXkEyXkFqcGc@._V1_.jpg,"When a mysterious entity possesses a young girl, her mother seeks the help of two Catholic priests to save her life."
234,Koe no Katachi,2016.0,8.2,129547,130,"Animation, Drama",,,https://www.imdb.com/title/tt5323662/,https://m.media-amazon.com/images/M/MV5BOTFiNzRiOWEtYTQwNy00NmRiLWE0ZWYtNTE0YjExZjFmZjkwXkEyXkFqcGc@._V1_.jpg,"A deaf girl, Shoko, is bullied by the popular Shoya. As Shoya continues to bully Shoko, the class turns its back on him. Shoko transfers and Shoya grows up as an outcast. Alone and depressed, the regretful Shoya finds Shoko to mak..."
235,Hachi: A Dog&apos;s Tale,2010.0,8.1,334553,93,"Biography, Drama, Family",,,https://www.imdb.com/title/tt1028532/,https://m.media-amazon.com/images/M/MV5BNTU5NjYyYTgtZGQ3My00MzRhLThjNGYtZmVjN2JjYjhkMjhhXkEyXkFqcGc@._V1_.jpg,"Professor Wilson discovers a lost Akita puppy on his way home. Despite objections from his wife, Hachi endears himself to the family and grows to be Parker&apos;s loyal companion. As their bond grows deeper, a beautiful relationship un..."
236,Rush,2013.0,8.1,546791,123,"Biography, Drama, Sport",,,https://www.imdb.com/title/tt1979320/,https://m.media-amazon.com/images/M/MV5BMTZhOGQxM2ItNGQyYy00YzE5LWI5MjMtNmMzNGQzNDE1OTUzXkEyXkFqcGc@._V1_.jpg,"James Hunt and Niki Lauda, two extremely skilled Formula One racers, have an intense rivalry with each other. However, it is their enmity that pushes them to their limits."
237,The Wizard of Oz,1939.0,8.1,457548,102,"Adventure, Family, Fantasy",,,https://www.imdb.com/title/tt0032138/,https://m.media-amazon.com/images/M/MV5BYWRmY2I0MGItYTQ0OC00NWZmLWIwMDktYjJlNDc0MzVhMmViXkEyXkFqcGc@._V1_.jpg,"Young Dorothy Gale and her dog Toto are swept away by a tornado from their Kansas farm to the magical Land of Oz and embark on a quest with three new friends to see the Wizard, who can return her to her home and fulfill the others..."
238,Stand by Me,1986.0,8.1,473552,89,"Adventure, Comedy, Drama",,,https://www.imdb.com/title/tt0092005/,https://m.media-amazon.com/images/M/MV5BNGJkNTUwM2MtZWE2MS00YjNkLWE3MjktNWQwZDQxMDIyZWVmXkEyXkFqcGc@._V1_.jpg,A writer recounts a childhood journey with his friends to find the body of a missing boy.
239,La passion de Jeanne d&apos;Arc,1928.0,8.1,66551,114,"Biography, Drama, History",,,https://www.imdb.com/title/tt0019254/,https://m.media-amazon.com/images/M/MV5BNTE1MDliZjgtYTU2Yy00YjAxLTljYTItNDE2ZGYwYTY1MGQ1XkEyXkFqcGc@._V1_.jpg,"In 1431, Jeanne d&apos;Arc is placed on trial on charges of heresy, and the ecclesiastical jurists attempt to force her to recant her claims of holy visions."
240,The Iron Giant,1999.0,8.1,251709,86,"Animation, Action, Adventure",,,https://www.imdb.com/title/tt0129167/,https://m.media-amazon.com/images/M/MV5BODM4ZjZjMGEtYmFiMy00MThjLWIzZjUtMDU0ODg1NTI2MzIwXkEyXkFqcGc@._V1_.jpg,A young boy befriends a giant robot from outer space that a paranoid government agent wants to destroy.
241,Babam ve Oglum,2005.0,8.2,98923,112,"Drama, Family",,,https://www.imdb.com/title/tt0476735/,https://m.media-amazon.com/images/M/MV5BZDE3MTBkNmQtNGFjMC00YTcwLWExY2ItN2MyMGZkNWJlMmFmXkEyXkFqcGc@._V1_.jpg,The family of a left-wing journalist is torn apart after the military coup of Turkey in 1980.
242,Ah-ga-ssi,2017.0,8.1,194491,145,"Drama, Romance, Thriller",,,https://www.imdb.com/title/tt4016934/,https://m.media-amazon.com/images/M/MV5BOTllZDI1OGItOGUxNS00OGZhLWIzMjAtYzllZTY1YTA0ZmYwXkEyXkFqcGc@._V1_.jpg,"In 1930s Korea, a girl is hired as a handmaiden to a Japanese heiress who lives a secluded life on a countryside estate. But the maid has a secret: She is a pickpocket recruited by a swindler to help seduce the Lady and steal her ..."
243,Network,1976.0,8.1,182549,121,Drama,,,https://www.imdb.com/title/tt0074958/,https://m.media-amazon.com/images/M/MV5BY2E4ZGJiNTMtZTAxZC00MmVlLWI1NjYtMGVhMjhkOGEwZDhjXkEyXkFqcGc@._V1_.jpg,"A television network cynically exploits a deranged former anchor&apos;s ravings and revelations about mass media for its own profit, but finds that his message may be difficult to control."
244,La battaglia di Algeri,1967.0,8.1,73286,121,"Drama, War",,,https://www.imdb.com/title/tt0058946/,https://m.media-amazon.com/images/M/MV5BMTY2Mjk0OGEtYTM3Yy00ZWZiLWFhNjAtNGExMjEzNGVmMDMxXkEyXkFqcGc@._V1_.jpg,"In the 1950s, fear and violence escalate as the people of Algiers fight for independence from the French government."
245,Gekijô-ban Kimetsu no Yaiba Mugen Ressha-hen,2021.0,8.2,92865,117,"Animation, Action, Adventure",,,https://www.imdb.com/title/tt11032374/,https://m.media-amazon.com/images/M/MV5BNzEzYjhkYTctMWNmZS00MTc5LWI4OWUtZjFkNzNkYTNkMTJlXkEyXkFqcGc@._V1_.jpg,"After his family was brutally murdered and his sister turned into a demon, Tanjiro Kamado&apos;s journey as a demon slayer began. Tanjiro and his comrades embark on a new mission aboard the Mugen Train, on track to despair."
246,The Grapes of Wrath,1940.0,8.1,106696,129,Drama,,,https://www.imdb.com/title/tt0032551/,https://m.media-amazon.com/images/M/MV5BZDgzZjk3OGYtNWI2Ny00MDg3LTgwYWEtNjI1ODAxNjA3ZmFlXkEyXkFqcGc@._V1_.jpg,"An Oklahoma family, driven off their farm by the poverty and hopelessness of the Dust Bowl, joins the westward migration to California, suffering the misfortunes of the homeless in the Great Depression."
247,To Be or Not to Be,1942.0,8.1,48324,99,"Comedy, Romance, War",,,https://www.imdb.com/title/tt0035446/,https://m.media-amazon.com/images/M/MV5BMTA5OTRkZGUtNDhhOS00OThmLTgwZWYtZGZkM2M4YjZhNzc5XkEyXkFqcGc@._V1_.jpg,"During the German occupation of Poland, an acting troupe becomes embroiled in a Polish soldier&apos;s efforts to track down a German spy."
248,Gangs of Wasseypur,2012.0,8.2,110637,321,"Action, Comedy, Crime",,,https://www.imdb.com/title/tt1954470/,https://m.media-amazon.com/images/M/MV5BMTc5NjY4MjUwNF5BMl5BanBnXkFtZTgwODM3NzM5MzE@._V1_.jpg,"A clash between Sultan and Shahid Khan leads to the expulsion of Khan from Wasseypur, and ignites a deadly blood feud spanning three generations."
249,Drishyam,2015.0,8.2,104443,163,"Crime, Drama, Mystery",,,https://www.imdb.com/title/tt4430212/,https://m.media-amazon.com/images/M/MV5BM2NmMGFjYTYtNWEwNS00MTM4LWE2ZTktNzZjMTE0OTQyNjFiXkEyXkFqcGc@._V1_.jpg,"Desperate measures are taken by a man who tries to save his family from the dark side of the law, after they commit an unexpected crime."
250,The Help,2011.0,8.1,520461,146,Drama,,,https://www.imdb.com/title/tt1454029/,https://m.media-amazon.com/images/M/MV5BMTM5OTMyMjIxOV5BMl5BanBnXkFtZTcwNzU4MjIwNQ@@._V1_.jpg,"An aspiring author during the civil rights movement of the 1960s decides to write a book detailing the African American maids&apos; point of view on the white families for which they work, and the hardships they go through on a daily b..."
